,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,County
17,2024,"$449,000 ","$443,600 ","$440,000 ","$342,450 ","$439,950 ","$425,000 ","$460,000 ","$411,000 ","$467,500 ",,,,Door
0,2007,"$115,750 ","$123,000 ","$176,750 ","$133,000 ","$150,000 ","$142,000 ","$155,000 ","$147,900 ","$128,500 ","$127,400 ","$145,000 ","$147,620 ",Fond du Lac
1,2008,"$125,500 ","$133,500 ","$98,250 ","$125,900 ","$139,000 ","$135,000 ","$132,450 ","$120,000 ","$123,000 ","$110,250 ","$120,000 ","$126,500 ",Fond du Lac
2,2009,"$79,500 ","$168,500 ","$130,000 ","$59,682 ","$111,750 ","$104,950 ","$129,250 ","$137,200 ","$116,000 ","$119,900 ","$128,000 ","$177,500 ",Fond du Lac
3,2010,"$125,500 ","$110,250 ","$128,000 ","$81,250 ","$102,250 ","$113,450 ","$135,000 ","$125,900 ","$118,500 ","$116,000 ","$127,950 ","$105,500 ",Fond du Lac
4,2011,"$90,000 ","$90,450 ","$92,500 ","$85,100 ","$135,850 ","$102,775 ","$120,000 ","$135,412 ","$112,000 ","$100,150 ","$106,500 ","$99,950 ",Fond du Lac
5,2012,"$98,500 ","$85,375 ","$82,500 ","$110,000 ","$104,900 ","$120,200 ","$90,000 ","$117,750 ","$111,500 ","$113,100 ","$100,450 ","$99,000 ",Fond du Lac
6,2013,"$82,800 ","$102,000 ","$95,500 ","$95,450 ","$120,000 ","$131,000 ","$116,000 ","$132,500 ","$96,500 ","$105,000 ","$94,200 ","$115,000 ",Fond du Lac
7,2014,"$83,250 ","$78,200 ","$95,000 ","$122,000 ","$125,000 ","$123,000 ","$129,450 ","$116,900 ","$102,250 ","$119,000 ","$142,000 ","$121,500 ",Fond du Lac
8,2015,"$122,250 ","$89,500 ","$99,700 ","$109,500 ","$128,000 ","$137,250 ","$120,450 ","$127,500 ","$119,950 ","$110,000 ","$102,000 ","$124,500 ",Fond du Lac
9,2016,"$110,000 ","$101,000 ","$124,500 ","$109,000 ","$124,300 ","$135,500 ","$138,500 ","$124,900 ","$126,350 ","$144,500 ","$109,900 ","$117,500 ",Fond du Lac
10,2017,"$133,000 ","$113,000 ","$130,000 ","$116,000 ","$139,000 ","$149,900 ","$143,025 ","$162,500 ","$129,500 ","$143,000 ","$138,700 ","$129,250 ",Fond du Lac
11,2018,"$155,125 ","$140,000 ","$130,000 ","$131,900 ","$148,000 ","$139,000 ","$140,000 ","$147,900 ","$146,450 ","$146,500 ","$142,000 ","$152,500 ",Fond du Lac
12,2019,"$138,200 ","$131,600 ","$126,950 ","$129,900 ","$151,000 ","$155,250 ","$147,900 ","$135,000 ","$157,500 ","$143,000 ","$145,250 ","$127,500 ",Fond du Lac
13,2020,"$144,000 ","$140,000 ","$152,000 ","$134,000 ","$170,000 ","$138,500 ","$159,900 ","$154,500 ","$217,000 ","$181,500 ","$150,000 ","$183,000 ",Fond du Lac
14,2021,"$152,000 ","$170,250 ","$161,000 ","$175,700 ","$191,500 ","$201,000 ","$185,000 ","$187,450 ","$166,250 ","$164,750 ","$198,000 ","$180,000 ",Fond du Lac
15,2022,"$166,250 ","$160,000 ","$172,750 ","$185,500 ","$207,000 ","$205,000 ","$193,000 ","$215,000 ","$205,500 ","$210,750 ","$201,450 ","$181,000 ",Fond du Lac
16,2023,"$210,000 ","$205,000 ","$182,750 ","$230,100 ","$222,000 ","$274,000 ","$256,700 ","$238,500 ","$242,000 ","$239,000 ","$239,900 ","$230,000 ",Fond du Lac
17,2024,"$229,000 ","$238,000 ","$221,000 ","$272,450 ","$260,000 ","$230,500 ","$241,000 ","$257,500 ","$250,200 ",,,,Fond du Lac
0,2007,"$67,500 ","$89,500 ","$56,650 ","$39,000 ","$111,250 ","$100,000 ","$132,000 ","$87,000 ","$193,500 ","$155,250 ","$127,000 ","$159,000 ",Green Lake
1,2008,"$124,900 ","$177,281 ","$122,000 ","$82,000 ","$126,250 ","$75,000 ","$86,000 ","$105,000 ",$,"$93,250 ","$68,750 ","$67,000 ",Green Lake
2,2009,"$18,000 ","$112,500 ","$75,500 ","$52,450 ","$125,250 ","$124,200 ",$,"$97,700 ","$100,000 ","$174,900 ","$87,500 ","$203,000 ",Green Lake
3,2010,"$436,875 ","$145,625 ","$75,000 ","$92,000 ","$108,200 ","$80,000 ","$100,000 ","$74,500 ","$119,000 ","$91,375 ","$103,500 ","$122,500 ",Green Lake
4,2011,"$71,000 ","$98,500 ","$63,900 ","$75,500 ","$80,000 ","$50,000 ","$125,750 ","$104,000 ","$92,000 ","$131,000 ","$88,500 ","$117,000 ",Green Lake
5,2012,"$102,000 ","$61,000 ","$35,900 ","$107,750 ","$55,750 ","$81,500 ","$68,000 ","$103,200 ","$78,000 ","$140,000 ","$71,000 ","$155,000 ",Green Lake
6,2013,"$65,250 ","$75,000 ","$108,000 ","$107,000 ","$139,900 ","$105,000 ","$118,500 ","$116,500 ","$119,000 ","$127,500 ","$124,500 ","$138,850 ",Green Lake
7,2014,"$76,750 ","$135,000 ","$80,000 ","$139,950 ","$84,000 ","$114,750 ","$100,000 ","$90,000 ","$138,750 ","$137,000 ","$112,000 ","$172,400 ",Green Lake
8,2015,"$120,000 ","$109,900 ","$95,000 ","$137,950 ","$110,000 ","$130,000 ","$107,129 ","$134,000 ","$175,000 ","$112,500 ","$207,375 ","$99,880 ",Green Lake
9,2016,"$75,175 ","$110,000 ","$146,500 ","$82,375 ","$110,000 ","$215,000 ","$180,000 ","$126,500 ","$90,500 ","$131,263 ","$135,000 ","$96,750 ",Green Lake
10,2017,"$66,500 ","$140,500 ","$104,000 ","$88,000 ","$130,000 ","$162,500 ","$157,500 ","$157,500 ","$142,000 ","$118,000 ","$165,000 ","$133,000 ",Green Lake
11,2018,"$168,500 ","$135,500 ","$126,250 ","$152,500 ","$179,000 ","$115,000 ","$100,000 ","$115,000 ","$128,990 ","$130,000 ","$174,500 ","$150,000 ",Green Lake
12,2019,"$105,000 ","$138,000 ","$138,500 ","$122,000 ","$150,000 ","$123,750 ","$135,500 ","$215,850 ","$219,950 ","$135,500 ","$130,000 ","$95,000 ",Green Lake
13,2020,"$212,000 ","$160,000 ","$160,000 ","$161,000 ","$127,000 ","$156,250 ","$175,000 ","$221,350 ","$184,900 ","$220,000 ","$220,500 ","$178,500 ",Green Lake
14,2021,"$128,500 ","$227,500 ","$244,383 ","$311,750 ","$175,000 ","$175,000 ","$187,000 ","$185,450 ","$212,500 ","$225,000 ","$175,500 ","$270,000 ",Green Lake
15,2022,"$168,540 ","$150,000 ","$211,000 ","$219,500 ","$272,000 ","$227,500 ","$202,500 ","$320,000 ","$218,326 ","$242,500 ","$175,000 ","$268,000 ",Green Lake
16,2023,"$129,500 ","$267,000 ","$236,200 ","$230,000 ","$197,000 ","$192,500 ","$205,000 ","$274,950 ","$213,000 ","$364,000 ","$181,000 ","$260,000 ",Green Lake
17,2024,"$246,500 ","$181,000 ","$252,500 ","$234,612 ","$252,000 ","$280,000 ","$264,500 ","$370,000 ","$225,000 ",,,,Green Lake
0,2007,"$149,000 ","$150,362 ","$350,000 ","$100,000 ","$97,192 ","$117,500 ","$121,200 ","$130,900 ","$121,250 ","$105,750 ","$136,000 ","$162,750 ",Kewaunee
1,2008,"$114,850 ","$85,000 ","$68,000 ","$81,500 ","$74,997 ","$124,625 ","$117,500 ","$72,125 ","$72,500 ","$125,000 ","$78,500 ","$93,200 ",Kewaunee
2,2009,"$42,500 ","$123,750 ","$75,500 ","$99,000 ","$76,000 ","$118,500 ","$78,000 ","$76,950 ","$84,300 ","$109,250 ","$80,000 ","$144,500 ",Kewaunee
3,2010,"$122,000 ","$40,262 ","$59,000 ","$95,000 ","$109,500 ","$130,810 ","$111,200 ","$77,250 ","$124,750 ","$119,000 ","$135,500 ","$135,000 ",Kewaunee
4,2011,"$97,500 ","$129,900 ","$70,500 ","$93,900 ","$101,750 ","$141,250 ","$124,600 ","$73,000 ","$139,000 ","$135,000 ","$65,000 ","$82,500 ",Kewaunee
5,2012,"$154,450 ","$60,150 ","$86,300 ","$67,950 ","$98,000 ","$99,950 ","$117,250 ","$78,750 ","$75,000 ","$87,000 ","$71,000 ","$129,000 ",Kewaunee
6,2013,"$69,000 ","$48,750 ","$145,000 ","$80,000 ","$63,213 ","$91,500 ","$71,250 ","$113,000 ","$74,875 ","$81,500 ","$78,000 ","$142,000 ",Kewaunee
7,2014,"$116,875 ","$111,900 ","$98,900 ","$106,300 ","$127,600 ","$79,000 ","$122,500 ","$108,500 ","$148,500 ","$95,000 ","$105,750 ","$39,250 ",Kewaunee
8,2015,"$115,000 ","$85,000 ","$90,940 ","$82,000 ","$118,500 ","$146,850 ","$108,500 ","$147,000 ","$113,000 ","$93,750 ","$110,000 ","$144,500 ",Kewaunee
9,2016,"$98,500 ","$89,900 ","$92,000 ","$103,750 ","$123,500 ","$69,300 ","$84,694 ","$110,000 ","$127,500 ","$115,000 ","$134,200 ","$147,892 ",Kewaunee
10,2017,"$84,900 ","$89,900 ","$110,000 ","$91,000 ","$87,950 ","$126,000 ","$99,500 ","$129,750 ","$124,500 ","$103,900 ","$152,900 ","$131,200 ",Kewaunee
11,2018,"$156,500 ","$189,500 ","$80,000 ","$191,350 ","$153,500 ","$144,500 ","$105,000 ","$150,000 ","$99,950 ","$149,500 ","$151,450 ","$170,000 ",Kewaunee
12,2019,"$140,000 ","$123,500 ","$107,450 ","$221,137 ","$120,000 ","$142,500 ","$154,000 ","$169,500 ","$165,000 ","$152,000 ","$149,900 ","$136,000 ",Kewaunee
13,2020,"$125,000 ","$169,900 ","$155,658 ","$168,500 ","$150,000 ","$112,000 ","$175,000 ","$189,900 ","$175,000 ","$165,000 ","$157,500 ","$165,000 ",Kewaunee
14,2021,"$167,450 ","$175,000 ","$200,750 ","$131,500 ","$175,000 ","$207,000 ","$220,000 ","$184,000 ","$170,000 ","$207,500 ","$231,250 ","$169,950 ",Kewaunee
15,2022,"$165,000 ","$148,900 ","$218,000 ","$250,000 ","$262,000 ","$188,500 ","$219,500 ","$296,500 ","$189,000 ","$267,500 ","$236,250 ","$290,000 ",Kewaunee
16,2023,"$185,000 ","$240,000 ","$233,500 ","$230,000 ","$245,000 ","$219,900 ","$266,000 ","$225,000 ","$290,000 ","$270,000 ","$243,500 ","$178,000 ",Kewaunee
17,2024,"$271,500 ","$450,000 ","$284,000 ","$255,000 ","$334,950 ","$260,000 ","$329,900 ","$221,000 ","$291,000 ",,,,Kewaunee
0,2007,"$90,800 ","$94,950 ","$103,588 ","$98,900 ","$112,000 ","$125,040 ","$108,500 ","$118,000 ","$101,000 ","$106,450 ","$104,000 ","$114,500 ",Manitowoc
1,2008,"$72,000 ","$93,562 ","$95,000 ","$110,250 ","$89,900 ","$115,000 ","$121,500 ","$122,500 ","$84,900 ","$115,000 ","$124,950 ","$98,000 ",Manitowoc
2,2009,"$87,500 ","$96,500 ","$94,250 ","$86,675 ","$87,450 ","$99,999 ","$111,250 ","$103,750 ","$84,600 ","$109,900 ","$89,150 ","$105,950 ",Manitowoc
3,2010,"$97,450 ","$82,750 ","$87,250 ","$87,900 ","$100,000 ","$111,680 ","$93,750 ","$110,950 ","$117,000 ","$85,750 ","$122,000 ","$81,500 ",Manitowoc
4,2011,"$72,000 ","$69,900 ","$70,000 ","$70,228 ","$93,950 ","$79,900 ","$84,750 ","$85,500 ","$78,000 ","$85,000 ","$99,400 ","$68,000 ",Manitowoc
5,2012,"$75,000 ","$76,600 ","$76,250 ","$103,900 ","$100,000 ","$95,000 ","$95,000 ","$107,000 ","$102,500 ","$88,600 ","$87,000 ","$84,900 ",Manitowoc
6,2013,"$107,500 ","$95,000 ","$96,750 ","$76,665 ","$96,500 ","$107,500 ","$106,500 ","$93,000 ","$100,000 ","$115,000 ","$92,000 ","$89,900 ",Manitowoc
7,2014,"$70,000 ","$60,500 ","$93,200 ","$91,500 ","$114,500 ","$110,000 ","$92,750 ","$104,950 ","$92,500 ","$104,900 ","$97,500 ","$99,500 ",Manitowoc
8,2015,"$80,000 ","$82,500 ","$92,500 ","$82,500 ","$97,550 ","$103,675 ","$108,000 ","$95,000 ","$121,900 ","$97,700 ","$94,900 ","$73,500 ",Manitowoc
9,2016,"$95,000 ","$82,500 ","$78,000 ","$86,500 ","$104,500 ","$128,450 ","$107,900 ","$100,000 ","$113,000 ","$101,575 ","$106,000 ","$120,900 ",Manitowoc
10,2017,"$125,000 ","$93,500 ","$108,000 ","$105,000 ","$106,300 ","$89,900 ","$106,000 ","$129,450 ","$115,000 ","$97,001 ","$112,000 ","$100,000 ",Manitowoc
11,2018,"$95,750 ","$114,000 ","$87,700 ","$114,500 ","$119,000 ","$125,000 ","$134,000 ","$120,000 ","$110,000 ","$102,500 ","$110,000 ","$110,000 ",Manitowoc
12,2019,"$107,700 ","$104,900 ","$114,000 ","$115,000 ","$119,900 ","$136,000 ","$128,000 ","$129,450 ","$118,000 ","$132,000 ","$140,000 ","$127,450 ",Manitowoc
13,2020,"$113,000 ","$110,750 ","$127,450 ","$135,000 ","$148,000 ","$128,800 ","$126,000 ","$158,500 ","$142,500 ","$145,000 ","$142,000 ","$133,750 ",Manitowoc
14,2021,"$132,000 ","$134,900 ","$142,500 ","$155,010 ","$150,000 ","$171,250 ","$162,000 ","$168,000 ","$167,525 ","$160,000 ","$155,000 ","$159,950 ",Manitowoc
15,2022,"$145,500 ","$153,000 ","$165,000 ","$157,500 ","$177,000 ","$175,000 ","$169,950 ","$185,000 ","$180,000 ","$169,900 ","$179,500 ","$190,000 ",Manitowoc
16,2023,"$154,000 ","$200,000 ","$197,050 ","$190,000 ","$201,000 ","$210,000 ","$195,000 ","$191,000 ","$192,500 ","$215,000 ","$170,000 ","$184,400 ",Manitowoc
17,2024,"$192,450 ","$186,250 ","$200,000 ","$195,000 ","$215,000 ","$230,000 ","$227,705 ","$225,000 ","$224,000 ",,,,Manitowoc
0,2007,"$72,000 ","$69,000 ","$84,750 ","$97,900 ","$82,000 ","$110,000 ","$106,700 ","$92,075 ","$80,000 ","$85,750 ","$57,500 ","$88,000 ",Marinette
1,2008,"$72,700 ","$75,739 ","$87,845 ","$62,500 ","$99,700 ","$104,000 ","$69,500 ","$70,000 ","$83,500 ","$78,000 ","$62,950 ","$60,700 ",Marinette
2,2009,"$54,950 ","$80,000 ","$70,900 ","$68,000 ","$64,375 ","$83,000 ","$59,500 ","$78,448 ","$77,000 ","$58,250 ","$79,000 ","$73,250 ",Marinette
3,2010,"$132,900 ","$66,000 ","$89,900 ","$71,000 ","$69,500 ","$86,900 ","$105,000 ","$81,500 ","$92,500 ","$77,450 ","$102,000 ","$59,250 ",Marinette
4,2011,"$75,750 ","$79,900 ","$62,750 ","$54,450 ","$131,700 ","$108,000 ","$80,000 ","$65,750 ","$90,550 ","$78,700 ","$78,250 ","$77,000 ",Marinette
5,2012,"$62,000 ","$67,000 ","$69,950 ","$65,750 ","$70,000 ","$92,450 ","$69,900 ","$56,500 ","$92,500 ","$85,000 ","$85,250 ","$78,000 ",Marinette
6,2013,"$65,500 ","$66,000 ","$81,750 ","$65,850 ","$63,450 ","$90,500 ","$88,750 ","$76,000 ","$66,500 ","$76,000 ","$75,750 ","$86,000 ",Marinette
7,2014,"$81,000 ","$82,000 ","$68,500 ","$73,000 ","$75,000 ","$92,500 ","$89,750 ","$82,450 ","$111,900 ","$89,700 ","$80,800 ","$70,950 ",Marinette
8,2015,"$112,451 ","$75,000 ","$69,750 ","$93,500 ","$103,000 ","$83,000 ","$95,900 ","$95,250 ","$82,750 ","$88,000 ","$93,000 ","$74,500 ",Marinette
9,2016,"$103,000 ","$77,000 ","$79,900 ","$83,000 ","$91,000 ","$85,000 ","$100,900 ","$89,000 ","$84,000 ","$76,450 ","$83,500 ","$111,750 ",Marinette
10,2017,"$84,500 ","$61,250 ","$85,750 ","$84,000 ","$125,950 ","$106,400 ","$110,000 ","$93,500 ","$95,000 ","$84,500 ","$105,000 ","$93,000 ",Marinette
11,2018,"$85,500 ","$72,900 ","$112,500 ","$79,950 ","$125,000 ","$99,900 ","$105,000 ","$129,900 ","$114,000 ","$113,000 ","$109,250 ","$97,000 ",Marinette
12,2019,"$130,000 ","$148,500 ","$113,250 ","$156,000 ","$116,500 ","$114,500 ","$122,200 ","$113,950 ","$106,950 ","$126,000 ","$142,000 ","$93,500 ",Marinette
13,2020,"$110,000 ","$94,950 ","$109,950 ","$144,500 ","$132,500 ","$140,000 ","$134,950 ","$142,000 ","$135,000 ","$134,900 ","$125,000 ","$117,000 ",Marinette
14,2021,"$117,000 ","$135,000 ","$143,550 ","$149,500 ","$139,900 ","$169,500 ","$160,000 ","$116,575 ","$150,000 ","$145,000 ","$140,000 ","$165,700 ",Marinette
15,2022,"$143,000 ","$139,900 ","$128,000 ","$175,000 ","$162,000 ","$189,900 ","$195,000 ","$176,000 ","$155,000 ","$179,500 ","$169,000 ","$159,000 ",Marinette
16,2023,"$160,000 ","$146,500 ","$145,000 ","$173,250 ","$182,450 ","$167,950 ","$175,000 ","$159,900 ","$205,000 ","$168,000 ","$159,900 ","$164,000 ",Marinette
17,2024,"$162,350 ","$145,000 ","$187,500 ","$160,000 ","$185,000 ","$195,900 ","$198,000 ","$195,000 ","$200,000 ",,,,Marinette
0,2007,$,$,$,"$167,450 ","$196,000 ","$300,450 ","$375,000 ","$164,900 ",$,"$77,500 ",$,"$166,004 ",Menominee
1,2008,$,"$79,500 ",$,$,"$253,950 ","$315,000 ","$275,500 ",$,$,$,$,$,Menominee
2,2009,$,$,$,"$270,000 ","$225,000 ","$205,000 ",$,$,$,"$253,000 ",$,"$175,000 ",Menominee
3,2010,$,"$161,000 ",$,$,"$152,500 ","$305,500 ",$,"$240,000 ",$,$,$,"$304,900 ",Menominee
4,2011,"$208,150 ",$,$,"$29,000 ","$260,000 ",$,"$225,000 ","$300,000 ","$303,700 ","$264,000 ","$145,700 ","$376,500 ",Menominee
5,2012,$,"$335,000 ","$175,000 ","$193,750 ","$150,000 ","$170,000 ","$307,353 ","$190,000 ","$236,400 ","$236,000 ","$281,500 ","$135,000 ",Menominee
6,2013,$,$,"$35,000 ",$,"$195,000 ","$223,000 ","$251,450 ","$310,000 ","$179,000 ","$136,000 ","$238,900 ","$78,000 ",Menominee
7,2014,$,"$270,000 ",$,"$140,000 ","$91,030 ","$103,000 ","$57,450 ","$179,000 ","$175,000 ","$107,500 ","$228,750 ","$219,900 ",Menominee
8,2015,"$289,500 ","$172,500 ","$223,750 ",$,"$220,000 ","$308,500 ","$180,950 ","$202,500 ","$134,000 ","$190,000 ",$,"$187,500 ",Menominee
9,2016,"$220,000 ","$166,000 ",$,"$198,250 ","$185,000 ","$144,450 ","$307,500 ","$300,000 ","$117,000 ","$205,500 ","$186,000 ","$305,000 ",Menominee
10,2017,"$178,100 ","$215,034 ","$215,000 ","$135,000 ","$300,175 ","$222,900 ","$224,450 ","$207,000 ","$280,500 ","$210,000 ","$220,000 ",$,Menominee
11,2018,"$158,250 ","$332,500 ",$,"$241,000 ","$262,400 ","$249,250 ","$320,700 ","$215,000 ","$266,500 ","$272,500 ","$438,000 ","$229,000 ",Menominee
12,2019,,"$476,750 ","$292,000 ","$220,000 ","$429,900 ","$400,450 ","$272,500 ","$268,000 ","$311,000 ","$316,940 ","$261,500 ","$134,900 ",Menominee
13,2020,,,"$154,750 ","$252,704 ","$314,900 ","$294,950 ","$291,500 ","$348,500 ","$337,500 ","$221,500 ","$327,500 ","$137,000 ",Menominee
14,2021,,"$327,000 ","$280,000 ","$155,000 ","$305,000 ","$387,500 ","$435,000 ","$477,500 ","$315,000 ","$370,000 ","$420,250 ","$749,900 ",Menominee
15,2022,,,"$450,000 ","$450,227 ","$492,500 ","$400,000 ","$448,000 ","$549,750 ","$435,500 ","$512,000 ","$428,500 ","$237,450 ",Menominee
16,2023,"$200,000 ","$607,300 ","$447,500 ","$450,000 ","$495,000 ","$652,500 ",,"$550,000 ","$485,000 ","$331,500 ","$495,000 ","$587,000 ",Menominee
17,2024,,,"$535,000 ","$508,000 ","$584,950 ","$1,022,500 ","$487,500 ","$261,500 ","$410,000 ",,,,Menominee
0,2007,"$229,000 ","$21,500 ","$395,000 ","$150,000 ","$152,000 ","$134,900 ","$116,500 ","$160,000 ","$122,000 ","$77,600 ","$110,500 ","$145,000 ",Oconto
1,2008,"$155,000 ","$96,370 ","$172,500 ","$58,750 ","$187,200 ","$149,450 ","$154,500 ","$116,000 ","$150,000 ","$86,000 ","$122,000 ","$272,450 ",Oconto
2,2009,"$155,750 ","$76,000 ","$18,500 ","$79,500 ","$150,000 ","$130,750 ","$105,000 ","$83,700 ","$145,000 ","$168,000 ","$190,000 ","$115,450 ",Oconto
3,2010,"$107,450 ",$,"$127,500 ","$99,900 ","$67,250 ","$143,000 ","$80,000 ","$107,500 ","$95,000 ","$80,000 ","$97,000 ","$132,000 ",Oconto
4,2011,"$82,000 ","$79,100 ","$99,375 ","$111,450 ","$65,500 ","$119,450 ","$120,000 ","$100,000 ","$110,000 ","$100,000 ","$107,000 ","$90,000 ",Oconto
5,2012,"$80,000 ","$70,000 ","$93,500 ","$98,000 ","$135,000 ","$78,000 ","$143,000 ","$130,000 ","$110,900 ","$121,900 ","$105,000 ","$101,250 ",Oconto
6,2013,"$117,650 ","$85,000 ","$87,000 ","$99,450 ","$103,000 ","$122,500 ","$131,000 ","$86,250 ","$162,700 ","$119,750 ","$145,000 ","$78,000 ",Oconto
7,2014,"$89,450 ","$120,000 ","$89,000 ","$118,500 ","$102,000 ","$135,000 ","$94,900 ","$142,500 ","$131,695 ","$112,500 ","$161,000 ","$96,062 ",Oconto
8,2015,"$109,000 ","$79,500 ","$69,000 ","$103,800 ","$120,000 ","$143,900 ","$125,900 ","$145,000 ","$139,950 ","$117,250 ","$136,000 ","$144,450 ",Oconto
9,2016,"$91,000 ","$109,000 ","$129,900 ","$123,650 ","$142,250 ","$152,000 ","$150,000 ","$154,900 ","$107,500 ","$180,000 ","$125,000 ","$176,125 ",Oconto
10,2017,"$94,000 ","$149,750 ","$145,000 ","$130,000 ","$148,450 ","$186,500 ","$147,000 ","$145,450 ","$145,000 ","$165,000 ","$110,000 ","$164,000 ",Oconto
11,2018,"$166,500 ","$170,000 ","$140,000 ","$112,450 ","$202,700 ","$152,500 ","$169,750 ","$132,450 ","$136,200 ","$180,000 ","$167,950 ","$150,000 ",Oconto
12,2019,"$173,000 ","$147,500 ","$158,000 ","$129,900 ","$150,000 ","$156,200 ","$166,000 ","$162,450 ","$174,000 ","$150,750 ","$129,750 ","$156,000 ",Oconto
13,2020,"$139,900 ","$129,000 ","$149,900 ","$123,000 ","$129,500 ","$150,000 ","$186,000 ","$185,000 ","$127,250 ","$154,000 ","$129,750 ","$167,450 ",Oconto
14,2021,"$210,000 ","$206,000 ","$221,000 ","$170,000 ","$208,750 ","$192,000 ","$194,300 ","$165,000 ","$166,400 ","$220,000 ","$230,000 ","$208,750 ",Oconto
15,2022,"$185,000 ","$185,000 ","$175,000 ","$264,900 ","$209,000 ","$220,690 ","$216,000 ","$224,900 ","$187,000 ","$290,000 ","$180,000 ","$210,000 ",Oconto
16,2023,"$200,950 ","$177,450 ","$192,500 ","$141,500 ","$250,000 ","$320,500 ","$288,550 ","$271,000 ","$220,000 ","$214,900 ","$200,000 ","$190,000 ",Oconto
17,2024,"$250,000 ","$257,450 ","$238,000 ","$213,500 ","$230,000 ","$315,000 ","$260,000 ","$269,500 ","$240,000 ",,,,Oconto
0,2007,"$174,000 ","$154,900 ","$154,675 ","$145,750 ","$139,900 ","$147,200 ","$157,400 ","$155,625 ","$130,000 ","$146,500 ","$142,808 ","$141,343 ",Outagamie
1,2008,"$122,000 ","$138,000 ","$114,850 ","$155,750 ","$132,500 ","$193,950 ","$120,000 ","$144,900 ","$138,650 ","$158,000 ","$132,000 ","$210,000 ",Outagamie
2,2009,"$105,000 ","$116,637 ","$118,400 ","$85,000 ","$118,000 ","$142,000 ","$142,000 ","$127,000 ","$155,000 ","$119,000 ","$113,500 ","$168,750 ",Outagamie
3,2010,"$217,000 ","$126,500 ","$147,750 ","$125,000 ","$112,500 ","$134,750 ","$122,120 ","$141,000 ","$125,000 ","$139,500 ","$117,250 ","$130,500 ",Outagamie
4,2011,"$119,950 ","$124,000 ","$128,000 ","$116,250 ","$121,725 ","$126,500 ","$125,000 ","$126,500 ","$129,550 ","$124,900 ","$119,825 ","$114,000 ",Outagamie
5,2012,"$119,900 ","$128,500 ","$108,000 ","$122,000 ","$118,000 ","$129,500 ","$147,450 ","$131,500 ","$132,750 ","$119,500 ","$125,000 ","$119,250 ",Outagamie
6,2013,"$115,000 ","$121,650 ","$127,950 ","$120,000 ","$131,000 ","$152,500 ","$143,000 ","$145,000 ","$127,900 ","$130,125 ","$135,000 ","$144,950 ",Outagamie
7,2014,"$114,000 ","$117,500 ","$135,000 ","$132,400 ","$141,500 ","$142,500 ","$137,000 ","$144,000 ","$157,000 ","$132,000 ","$131,900 ","$127,250 ",Outagamie
8,2015,"$127,350 ","$138,250 ","$139,000 ","$147,500 ","$143,500 ","$149,900 ","$144,950 ","$149,950 ","$145,000 ","$146,450 ","$144,950 ","$140,000 ",Outagamie
9,2016,"$130,000 ","$137,500 ","$155,000 ","$140,000 ","$159,900 ","$148,850 ","$152,500 ","$155,450 ","$159,900 ","$150,000 ","$148,000 ","$143,750 ",Outagamie
10,2017,"$151,750 ","$139,500 ","$136,250 ","$150,000 ","$169,900 ","$167,750 ","$173,900 ","$157,000 ","$185,000 ","$160,000 ","$165,000 ","$158,250 ",Outagamie
11,2018,"$157,700 ","$172,700 ","$181,000 ","$170,000 ","$175,000 ","$178,700 ","$182,500 ","$179,000 ","$169,500 ","$179,000 ","$168,500 ","$168,700 ",Outagamie
12,2019,"$165,000 ","$174,950 ","$174,950 ","$180,000 ","$184,950 ","$193,000 ","$187,300 ","$200,000 ","$182,000 ","$187,000 ","$185,000 ","$175,000 ",Outagamie
13,2020,"$173,500 ","$212,000 ","$195,000 ","$190,498 ","$195,000 ","$231,750 ","$230,325 ","$215,000 ","$209,000 ","$220,000 ","$209,000 ","$195,000 ",Outagamie
14,2021,"$204,900 ","$204,950 ","$227,500 ","$227,576 ","$234,000 ","$233,111 ","$260,000 ","$242,900 ","$230,000 ","$235,250 ","$230,000 ","$235,000 ",Outagamie
15,2022,"$251,000 ","$225,000 ","$251,000 ","$275,000 ","$280,000 ","$280,000 ","$260,000 ","$261,000 ","$270,000 ","$255,900 ","$264,000 ","$265,000 ",Outagamie
16,2023,"$286,250 ","$250,000 ","$297,500 ","$270,000 ","$281,000 ","$276,000 ","$287,500 ","$288,000 ","$288,000 ","$272,500 ","$275,000 ","$274,900 ",Outagamie
17,2024,"$277,000 ","$282,450 ","$301,000 ","$315,000 ","$314,950 ","$310,000 ","$315,000 ","$328,000 ","$324,900 ",,,,Outagamie
